SEX,EDUCATION,MARRIAGE,AGE,max_backlog_month,balance_to_credit,default payment next month
female,1,single,34,0,0.9758181818181818,0
female,2,married,46,-1,0.07049714285714286,0
female,3,married,52,0,0.80198,0
female,2,others,38,0,0.07566153846153846,0
male,1,single,29,2,1.07492,1
male,2,single,25,0,0.54412,0
female,2,single,31,0,0.5024526315789474,0
female,1,single,30,0,0.6046,0
female,2,single,28,-2,-0.001257142857142857,0
female,1,single,36,-1,0.02244074074074074,0
female,2,married,33,0,0.9796,0
male,1,single,35,1,0.0009166666666666666,0
male,3,single,32,0,0.9098714285714286,1
male,1,married,50,2,0.3474333333333333,1
female,2,single,42,2,0.9539375,1
male,3,single,36,0,0.1406764705882353,1
female,1,single,31,0,0.8368710526315789,0
female,2,married,26,2,0.472675,0
male,2,single,39,3,0.9808333333333333,0
female,1,married,40,-2,0.011688461538461538,0
male,2,single,41,3,0.6048857142857142,1
male,2,married,39,-1,0.028795833333333333,0
female,2,married,43,0,0.053441176470588235,0
male,2,married,36,4,0.9399,0
male,3,single,32,0,0.9348555555555556,0
male,2,single,25,2,0.127292,0
female,2,single,25,0,0.0943925925925926,0
female,2,single,24,-2,0.033753846153846155,1
male,1,married,43,2,0.07142222222222222,0
male,1,married,35,0,0.045283673469387754,0
female,2,married,31,0,0.7051181818181819,0
male,2,single,27,-2,0.35604,0
male,3,married,28,-1,0.035485,0
female,2,single,24,0,0.98986,0
male,2,single,30,0,0.009413636363636364,0
male,3,single,41,2,0.25904444444444447,0
female,2,married,51,-1,0.52,0
female,2,married,44,0,1.1100571428571429,0
female,2,single,29,0,0.6816111111111111,0
male,2,single,32,2,0.94664,0
female,1,single,28,0,0.1036,0
male,2,married,47,-2,0.031036363636363636,0
female,2,single,50,-1,0.05452,0
male,2,single,33,0,1.7937666666666667,0
female,2,married,32,0,0.54593,0
male,1,married,36,2,0.014042857142857143,0
female,2,single,30,2,0.51265,0
female,3,single,46,2,0.15679,0
female,2,single,25,1,0.0,1
female,1,single,38,0,0.11616521739130435,0
female,2,married,28,0,0.0125,0
male,1,single,29,0,0.00583,0
male,3,married,30,0,0.44798695652173914,0
male,2,single,27,0,0.648955,0
male,3,married,65,2,0.27044,1
male,1,married,36,0,0.054104545454545454,0
male,3,single,27,2,1.0148222222222223,1
male,2,single,35,0,0.539186,0
female,1,single,29,-1,0.016453846153846152,0
male,2,married,37,0,0.3944142857142857,0
female,1,single,30,0,0.03666,0
male,1,single,24,2,0.3173,1
female,1,married,38,2,0.44936341463414636,1
female,1,married,35,1,0.0,0
female,2,single,26,0,0.29432592592592594,0
female,1,single,27,0,0.2747222222222222,1
female,1,single,27,0,0.9167333333333333,0
female,1,single,28,-1,0.061955555555555555,0
male,1,married,30,0,0.98125,0
female,2,single,23,0,0.8924222222222222,0
female,2,married,24,-2,0.018,0
female,2,single,47,0,0.9825,1
male,2,single,30,0,0.80412,0
male,2,single,39,0,0.97188,0
male,1,married,48,0,0.4492111111111111,0
female,5,single,52,-2,0.4934090909090909,0
female,2,married,39,2,0.59435,1
female,1,married,34,2,0.007,1
male,1,single,27,-1,0.015076923076923076,0
male,2,single,39,0,0.9064666666666666,0
female,1,single,40,1,0.0,0
female,2,married,40,-1,0.0025238095238095237,1
female,3,married,22,2,0.97808,0
female,1,single,36,2,0.9011,1
female,2,single,32,2,0.81502,0
female,1,married,39,2,0.00485,1
female,2,single,26,3,0.11548333333333333,0
female,1,single,28,0,0.93796,0
male,2,single,42,0,1.0261538461538462,0
male,1,single,42,2,0.9602333333333334,1
male,1,married,48,2,0.012253333333333333,1
male,1,married,29,0,0.6048733333333334,0
female,2,single,53,0,0.3333333333333333,0
male,1,single,28,0,0.7027384615384615,0
male,2,single,30,2,0.9782384615384615,0
female,2,married,41,0,0.48306923076923075,0
male,2,single,29,4,0.0125,1
female,2,married,50,0,0.07362,0
female,2,married,42,0,0.14598571428571427,0
female,1,single,35,-1,0.006845,0
male,2,single,30,0,0.9260666666666667,0
male,3,single,24,2,1.0469,0
female,1,single,37,0,0.95725,0
female,2,single,37,0,0.2067952380952381,0
female,2,single,51,-2,0.0007580645161290322,0
female,2,married,33,0,0.049955,0
female,3,married,35,2,1.00456,1
male,2,married,33,0,0.6898,0
female,1,single,33,-1,0.01806764705882353,0
male,1,single,27,0,0.9321285714285714,0
male,1,married,39,2,0.36291842105263156,1
female,2,married,34,2,1.04674,1
male,2,single,35,0,0.9842,0
female,2,single,28,-1,0.1896,0
female,1,married,50,-2,0.0,1
female,2,married,47,2,0.005213333333333334,0
male,1,single,23,2,0.38926,0
male,2,others,42,0,0.05880833333333333,0
female,1,single,35,-2,0.002644,0
male,1,single,24,0,0.82365,1
female,1,married,30,2,0.6376333333333334,1
male,1,single,27,0,0.49504230769230767,0
female,1,single,30,0,0.117776,0
female,2,married,41,-1,0.011684615384615385,0
female,2,married,35,0,0.8788333333333334,0
female,2,single,33,0,0.082125,0
male,2,single,30,0,1.026875,0
female,1,single,38,1,0.069964,0
female,2,single,29,2,0.1815090909090909,0
male,1,single,28,0,0.92886,0
female,1,married,35,0,0.5368611111111111,0
male,2,married,65,-1,0.007575757575757576,0
female,3,married,32,2,0.19467142857142858,0
male,1,single,29,2,0.016457142857142858,1
male,1,single,31,0,0.81686,0
male,2,married,49,2,0.92564,1
male,1,married,56,0,1.3816620689655172,0
male,2,married,57,0,0.9268,0
female,1,single,31,0,0.13349444444444444,0
male,2,married,38,2,0.5837333333333333,0
female,1,married,47,0,0.9424888888888889,0
male,1,married,39,-1,0.0,0
female,5,married,27,0,0.9907076923076923,0
male,1,married,32,1,0.0,1
male,1,single,43,0,1.0253,1
male,2,single,33,1,0.4190527777777778,0
male,2,single,23,2,1.04312,1
male,1,single,31,0,0.074625,1
male,3,married,45,0,0.8769434782608696,0
female,2,married,32,6,0.5943,1
male,2,single,29,2,0.84524,1
male,1,married,46,-1,0.047256,0
male,2,married,28,0,0.7618214285714285,1
female,2,single,23,0,0.17195,0
male,2,single,32,2,0.857423076923077,1
female,3,married,48,2,0.99013125,0
female,3,single,58,2,0.18512,0
male,3,married,41,2,0.72305,1
female,2,married,42,0,0.38942777777777776,0
female,2,married,51,2,0.48804375,1
female,1,married,37,2,0.029792,0
female,2,single,25,-1,0.3856769230769231,1
male,1,single,36,2,0.8927631578947368,1
female,2,single,25,-1,0.01572222222222222,0
male,2,single,43,0,0.982975,0
male,1,single,40,-1,0.0614,0
male,2,single,35,0,0.97886,0
female,2,single,50,2,0.01961875,0
female,2,married,49,-2,0.005866666666666667,0
female,2,married,37,0,0.5143806451612903,0
male,1,single,27,2,0.75695,0
male,1,single,29,0,0.38955416666666665,0
female,2,single,24,2,1.0179,0
female,1,married,34,-1,0.2741,0
female,2,married,44,2,0.8123769230769231,0
female,1,single,22,2,0.66645,0
male,1,married,40,0,0.7955133333333333,0
male,1,married,42,0,0.3749875,0
male,3,married,45,0,0.5635,0
male,3,married,51,0,0.8493,0
male,1,married,51,-1,0.06624074074074074,1
female,2,single,28,0,0.73095,0
female,2,married,33,-2,0.03966666666666667,0
male,1,married,34,0,0.4464666666666667,0
female,1,married,37,2,0.15435454545454547,0
male,2,married,58,0,0.9643111111111111,0
female,2,married,30,-2,0.0,0
male,3,married,42,2,0.3236,1
male,2,single,30,2,1.01925,1
female,1,single,33,1,0.000632,0
female,2,single,46,0,1.9526333333333334,0
male,2,single,51,2,0.35872,1
female,2,single,26,0,0.8435285714285714,0
male,2,married,43,4,1.1163,1
female,2,single,37,-1,0.17085,0
male,2,single,30,4,1.0187333333333333,0
female,2,married,22,2,0.9820666666666666,0
male,1,single,33,2,0.98775,0
male,3,single,36,2,1.0362,0
female,2,married,35,0,0.9993272727272727,1
female,1,married,29,-1,0.00945357142857143,0
male,1,married,42,0,1.153128,0
female,3,married,46,5,0.662,1
male,2,married,30,-1,0.052130434782608696,0
male,2,married,53,-1,0.0,0
female,2,single,24,2,0.45255833333333334,0
male,2,single,26,0,0.9156666666666666,0
female,2,married,28,2,0.7676909090909091,0
male,2,married,30,0,0.04491666666666667,0
male,1,single,26,2,0.28145,0
female,1,single,29,2,0.9400727272727273,1
female,3,married,39,-2,0.064075,0
female,2,married,30,2,0.6067571428571429,0
male,3,single,26,2,1.0679,1
female,2,married,50,1,0.0,0
male,2,married,38,2,0.0047,0
male,2,single,27,0,0.5645346153846154,0
female,1,single,34,-2,0.0025,0
male,1,married,43,0,0.10035625,1
female,2,married,29,0,0.7573833333333333,0
female,1,single,28,2,0.6321,1
male,1,single,38,0,0.855,1
female,3,married,39,2,1.0266266666666666,0
female,2,married,35,2,0.9212666666666667,0
male,1,single,34,0,0.041266,0
male,2,married,45,0,0.9898041666666667,0
male,1,single,22,2,0.5865666666666667,0
male,2,single,28,2,0.626775,0
male,2,single,34,-2,0.0,0
male,1,married,39,1,0.0730516129032258,0
female,1,single,33,0,0.6242222222222222,0
female,2,single,23,0,1.0504,1
female,2,single,33,-1,0.0017529411764705882,0
female,2,married,31,0,0.90775,0
male,2,married,28,0,0.9679277777777778,1
male,2,married,42,0,0.024611428571428572,0
male,2,married,36,0,0.05312222222222222,0
male,2,married,46,0,0.9692785714285714,1
female,3,single,30,0,0.35840967741935487,0
male,3,single,25,2,0.8999666666666667,0
male,1,single,32,2,0.09493,1
female,1,single,37,2,0.0099,1
male,1,married,45,0,0.15011923076923078,0
female,1,single,32,0,0.5124333333333333,0
male,2,single,24,0,0.24314,0
male,1,single,28,2,0.5729125,0
male,1,married,46,2,1.0343833333333334,0
female,3,married,27,4,0.60516,0
female,1,single,28,1,0.0,0
male,2,single,25,0,0.9755,1
female,2,married,34,2,0.47384545454545457,0
female,3,married,39,-1,0.039377777777777775,0
female,1,single,27,1,0.01125,0
female,1,married,29,0,0.02509090909090909,0
female,1,single,30,0,0.176115625,0
male,3,single,51,0,0.6357,0
female,2,married,36,0,0.92786,0
male,2,married,25,2,0.997,0
female,2,single,32,0,0.95235,0
male,2,single,36,1,0.3610714285714286,0
female,2,married,42,0,0.2803875,1
female,1,single,31,-2,0.0096,0
male,3,single,40,0,0.35781666666666667,0
female,2,single,28,0,0.93804,0
male,1,married,35,-1,0.013511764705882353,1
female,3,single,23,2,0.981,1
male,1,single,28,0,0.9631142857142857,1
male,1,single,29,2,0.7863,1
male,2,married,36,0,0.9931,0
female,2,single,22,1,0.0,0
female,2,married,24,2,0.9855,1
female,2,single,27,0,0.8395,0
female,2,single,29,0,0.8922931034482758,0
female,1,single,27,0,0.08439090909090909,0
female,3,single,24,3,0.7730666666666667,0
female,2,married,23,0,0.5842428571428572,0
female,1,single,26,0,0.9279366666666666,0
male,2,married,47,2,1.0175,1
female,1,single,36,-1,0.012345,0
male,2,single,27,0,0.6362846153846153,1
male,1,single,25,-2,0.0,0
female,2,single,37,0,1.2914,0
female,1,single,30,0,0.10511935483870968,0
female,2,married,31,-2,0.067925,0
male,2,married,30,0,0.9069666666666667,0
female,2,married,36,0,0.18224,0
female,5,single,27,0,0.473805,0
female,1,single,38,0,0.88596,0
female,3,single,45,0,0.936240625,0
male,1,married,37,0,0.9635333333333334,0
male,2,married,43,0,0.8962,0
male,2,married,42,0,0.91782,1
male,2,married,41,1,0.0,1
female,2,single,32,0,0.9688666666666667,0
female,2,single,28,0,1.187252380952381,0
male,2,married,39,2,1.03735,1
female,2,married,40,0,0.56778,0
female,1,single,32,0,0.23149,0
female,2,married,28,-2,0.05393333333333333,0
female,1,single,50,0,0.8759285714285714,1
female,2,single,48,0,0.5203235294117647,0
male,1,single,36,0,0.8303875,0
female,1,married,41,0,0.05092,0
female,2,married,40,0,0.9517214285714286,0
male,3,married,57,0,0.32671666666666666,0
male,1,married,44,0,0.9431583333333333,0
female,2,married,43,0,0.19615833333333332,0
female,2,single,27,2,0.71255,0
female,2,single,39,0,0.4394814814814815,0
female,3,married,39,2,0.8811666666666667,0
male,1,married,58,-2,0.27012291666666666,1
male,2,married,50,-1,0.00586875,0
female,2,single,34,2,0.3165222222222222,1
male,1,single,29,1,0.0,1
female,1,single,31,0,0.931685,0
female,2,single,30,0,0.82764,0
female,3,married,39,0,0.104171875,0
female,1,married,35,2,0.9129,1
female,1,married,38,-2,0.005306,0
male,1,married,40,2,0.11931944444444445,0
female,2,married,53,2,0.31824,1
female,1,single,29,2,0.8517625,0
male,2,single,23,0,0.7347,0
female,1,single,23,0,0.9147357142857143,0
female,2,married,31,-1,0.015893333333333332,0
female,1,married,34,0,0.7994035714285714,0
male,2,married,42,0,0.9336294117647059,0
female,1,married,36,0,0.5563538461538462,0
male,2,married,44,1,0.005736111111111111,0
female,2,single,31,0,0.1662861111111111,0
male,3,married,38,0,0.871655,0
female,1,single,28,0,0.4798,0
female,3,married,45,2,0.0775923076923077,0
male,2,married,32,2,1.0422,1
female,3,married,52,2,0.4252,1
female,1,married,30,-1,0.03387368421052631,0
male,2,married,36,0,0.10964285714285714,0
female,2,married,40,0,0.9620142857142857,0
female,1,single,36,0,0.10298,0
female,2,single,29,0,0.9123857142857142,0
male,2,single,27,2,0.94958,1
female,1,married,55,-1,0.009534285714285714,0
male,2,single,53,3,0.4792625,1
male,1,single,34,1,0.0083725,0
female,1,married,38,0,0.4022352941176471,0
female,2,others,47,2,0.52,0
male,1,married,40,2,0.04242888888888889,0
female,3,married,36,1,0.021165,0
female,1,married,36,-1,0.0205,0
female,3,married,53,1,0.0,1
male,2,married,39,0,0.2488,0
female,2,married,37,0,0.07783043478260869,0
female,2,single,29,0,0.09358260869565217,0
male,2,married,46,0,0.10773333333333333,0
female,1,married,34,1,0.0345,0
male,1,married,34,0,0.002364516129032258,1
female,1,single,30,-1,0.16943953488372093,0
female,1,married,47,1,0.004833333333333334,0
male,2,single,29,0,0.8759166666666667,0
male,2,single,28,0,0.8018,0
male,2,married,30,0,0.004166666666666667,1
male,2,single,24,3,0.93235,0
male,1,single,24,2,0.5517666666666666,1
female,2,married,55,-2,0.104221875,0
male,2,single,32,0,0.0011,1
female,2,married,47,-2,0.0,0
female,2,single,24,0,1.02335,0
female,1,single,29,0,0.19064444444444445,0
female,1,single,24,2,0.30806666666666666,0
female,1,married,40,0,0.0591,0
male,1,single,37,1,0.0,0
male,1,married,38,-2,0.005952941176470588,0
female,2,single,32,2,0.60197,0
male,1,single,27,2,0.13495,0
male,2,married,32,-1,0.020904545454545453,0
female,1,single,31,-2,0.026861702127659575,0
female,2,single,24,0,0.08705,0
male,2,single,23,0,0.608,0
female,1,single,29,0,0.024465217391304347,0
female,1,single,28,2,0.65796,0
male,3,married,30,0,0.95884,1
female,2,single,30,0,0.9480166666666666,0
female,1,married,33,-1,0.05774375,1
male,1,single,27,-1,0.00125,0
female,2,single,21,0,0.8589333333333333,0
female,1,single,29,-2,0.0005555555555555556,0
male,1,single,23,0,0.9597,0
female,1,married,40,-1,0.05657,0
female,2,single,33,0,1.9518,0
male,2,single,39,0,0.14627391304347825,0
female,3,married,53,0,0.666705,0
male,2,married,46,2,0.4612727272727273,1
male,2,married,40,0,0.34638,0
female,1,single,23,0,0.92708,0
male,1,married,43,-2,0.4294681818181818,0
male,1,married,43,2,0.208176,0
male,1,married,43,0,0.6820428571428572,0
female,1,single,30,2,0.16268,0
male,2,single,24,0,0.19458,0
female,1,single,32,0,0.75272,0
male,1,single,35,2,1.0134933333333334,0
male,3,married,43,0,0.7718666666666667,0
male,1,single,31,7,0.013333333333333334,0
male,2,married,44,0,0.026241666666666667,0
female,1,single,27,2,0.9856733333333333,0
female,3,married,41,-1,0.007765384615384615,0
female,1,married,34,-1,0.0,0
female,2,married,39,0,0.24444827586206896,0
male,1,single,48,0,0.5146083333333333,0
male,2,married,56,2,0.64268,0
female,3,married,46,0,0.5439294117647059,0
female,1,married,46,0,1.093753846153846,1
male,1,single,27,1,0.11195,0
male,1,married,45,0,0.9791,0
female,3,married,40,0,0.93263,0
male,2,single,23,2,0.9197,0
female,1,single,30,-2,0.012978125,0
male,2,married,36,0,1.0105,0
male,1,single,29,2,0.5924125,1
female,2,single,26,0,0.3941,1
female,2,single,28,0,0.0201,0
female,1,single,26,-1,0.061625,0
male,1,single,30,0,0.47897105263157896,0
male,2,single,40,0,0.942,0
male,2,married,45,2,1.00055,1
female,1,single,33,0,0.8933771428571429,1
female,1,single,29,1,0.1007625,1
male,3,married,35,2,0.9188866666666666,1
female,1,single,35,0,0.25504666666666664,0
male,2,married,39,0,0.95926,0
female,2,married,35,0,0.958132,0
female,1,single,23,0,0.9408,1
female,3,married,44,-1,0.1876782608695652,0
female,2,single,27,2,0.4929,0
male,2,single,34,2,0.011536842105263158,0
female,2,single,28,0,1.4058192307692308,0
male,2,single,31,0,0.18357234042553192,0
male,2,single,29,0,0.5878125,0
male,1,single,36,0,0.5012642857142857,1
male,1,married,45,2,0.5379714285714285,1
male,2,married,36,2,1.01616,1
female,2,married,37,0,0.2066,1
female,2,single,23,4,0.5584,1
female,2,single,22,3,0.9484333333333334,1
female,1,married,25,0,0.61574,1
female,1,single,35,2,0.181716,0
female,2,single,25,0,0.41620967741935483,0
female,2,married,51,1,0.0004166666666666667,0
male,2,single,31,0,0.9328,0
female,1,single,30,0,0.15776875,0
female,1,single,24,-1,0.0111,0
male,2,single,37,1,0.0,0
female,1,single,30,0,0.06137142857142857,0
female,1,single,27,-1,0.0016451612903225807,0
female,1,single,27,-1,0.18986666666666666,0
female,2,married,27,2,0.406625,0
male,3,married,55,0,0.9233375,0
female,2,single,41,0,0.8859666666666667,0
female,2,single,26,-2,1.60257,0
female,3,married,42,2,0.3829925925925926,0
male,1,single,32,0,0.8159666666666666,0
female,2,single,34,-1,3.888888888888889e-05,0
male,3,single,21,2,0.6457,0
male,1,married,48,-1,0.003,1
male,1,single,36,2,0.8400666666666666,1
female,1,married,30,1,0.013243333333333333,0
female,3,married,61,2,0.12708,0
male,3,married,58,2,0.04695333333333333,0
female,2,single,36,2,0.00346,0
male,2,single,26,0,0.9475,0
male,2,single,34,0,1.8636,0
female,2,single,35,-1,2.3076923076923076e-05,0
female,1,married,28,2,1.0253175,0
female,2,single,39,0,0.44524,0
female,2,single,22,2,1.03376,0
female,1,single,28,0,0.038514285714285716,0
female,2,single,22,0,0.8869,0
female,2,married,32,2,0.9149,0
female,3,married,52,-1,0.01898,0
female,2,single,53,4,0.9906,0
male,2,single,24,1,0.0,1
female,1,single,31,1,0.008376470588235294,0
female,2,single,33,0,0.5913615384615385,0
female,2,single,29,0,0.23024,0
female,3,single,27,2,0.2492,0
male,2,married,40,0,0.6774277777777777,1
female,2,married,50,2,0.841,0
male,1,single,29,0,0.12339512195121952,0
female,2,single,26,0,0.58706,0
female,2,married,47,-2,0.0033333333333333335,0
female,1,single,24,0,0.1086,0
female,3,single,48,0,0.9225785714285715,0
male,2,married,29,2,0.7537,1
female,1,single,26,2,1.4326555555555556,0
female,1,single,34,-2,-0.00165,0
male,2,single,26,3,0.1846,1
female,1,single,32,-1,0.21607105263157894,0
female,2,married,36,4,0.9525066666666666,0
female,1,single,25,0,0.5575818181818182,0
male,1,single,26,0,0.9723090909090909,0
female,3,married,26,0,0.44599,0
male,1,single,35,-1,0.22004166666666666,0
female,2,single,25,0,0.58114,0
male,1,single,38,0,0.52592,0
male,2,single,29,2,1.02106,0
female,1,single,27,2,0.354975,0
male,3,single,49,2,0.841625,1
male,2,married,29,1,0.025832,0
female,1,single,24,0,0.3108608695652174,0
male,1,single,26,2,0.28163333333333335,1
female,3,single,52,0,0.9050375,1
female,1,single,37,0,0.20711,0
female,2,married,28,0,0.3002130434782609,0
male,1,married,50,-1,0.022546938775510204,1
female,3,single,44,2,0.8531666666666666,1
male,3,married,49,0,0.984,0
male,1,married,34,-2,0.0040977777777777774,1
female,2,single,23,2,0.93074,1
male,2,single,26,4,0.97325,0
female,3,married,36,0,0.43711153846153844,0
male,2,single,28,2,0.8356,0
male,1,single,38,0,0.026578,0
female,2,married,25,0,0.4888142857142857,0
female,3,married,28,-2,0.0648,0
female,3,married,30,-2,0.01228,0
female,1,single,33,-2,0.0,1
male,2,married,49,0,0.21171851851851853,0
male,1,single,38,0,0.05563846153846154,0
female,2,single,32,0,0.279888,0
male,1,single,30,0,0.056077777777777775,0
male,2,single,30,0,0.5026608695652174,0
male,2,single,27,0,0.7949636363636363,0
female,2,married,32,-1,0.00068,0
male,1,married,38,2,0.5788375,0
female,2,married,32,0,0.8446,1
male,3,married,52,2,0.5237,1
female,3,single,33,0,0.05683,0
male,1,single,40,0,0.4966777777777778,0
female,3,married,69,0,0.875125,0
female,2,married,47,0,0.0974625,1
male,1,married,50,-1,0.02025909090909091,0
male,1,single,32,0,0.05628611111111111,0
female,1,single,25,0,0.95208,0
female,2,married,31,0,0.13454666666666668,0
female,2,single,27,0,0.9713,0
female,1,single,25,3,0.60385,1
female,1,married,32,1,0.0,1
male,2,married,35,1,0.0,0
male,1,single,27,2,0.9211823529411765,0
female,2,married,37,2,0.2250318181818182,0
female,2,married,41,0,0.9890363636363636,1
female,2,married,47,0,1.9026666666666667,0
female,1,single,32,0,0.8231608695652174,0
female,2,single,38,-2,0.03489259259259259,0
female,1,single,47,3,0.8053777777777777,1
female,2,single,25,2,1.01405,0
male,2,married,49,1,0.02280277777777778,1
female,1,single,47,0,0.9213107142857143,0
female,1,married,63,0,0.3574764705882353,0
female,2,others,33,0,0.92022,0
male,3,single,44,0,0.0040625,0
female,1,single,42,-2,0.00463125,0
female,3,single,24,0,0.9286125,0
male,2,single,27,2,1.77394,0
female,2,single,49,2,0.99322,0
female,2,single,30,0,0.5702777777777778,0
female,1,single,38,-2,0.0,0
male,2,married,40,2,1.07235,0
male,1,single,29,-1,0.007226315789473684,0
male,1,single,27,-1,0.019692857142857144,0
female,2,single,24,2,0.98938,1
female,2,single,46,2,1.89,1
male,1,single,28,2,0.6757,1
male,1,married,37,0,0.9154208333333334,0
male,1,single,47,2,1.0133,0
female,2,married,47,0,0.3050222222222222,0
male,2,single,25,0,0.8933,0
male,1,single,34,0,0.387372,0
male,2,married,34,0,0.9664714285714285,1
male,2,single,27,2,0.25316428571428573,0
male,2,single,32,3,1.0631666666666666,0
male,2,married,55,0,0.5895285714285714,0
male,1,single,44,-2,0.0,0
female,1,married,36,-2,0.0,0
male,1,single,34,2,1.0571333333333333,0
female,2,married,33,-1,0.011,0
male,1,married,46,-1,0.015037931034482758,0
female,2,single,53,1,0.13857777777777777,0
male,1,married,49,-1,0.01421,1
female,1,married,45,-1,0.003442857142857143,0
female,3,single,39,-2,0.011991304347826087,0
male,1,single,26,0,0.9408375,0
male,2,single,36,0,0.6478371428571429,0
female,3,married,42,0,0.98068,0
male,3,single,32,0,0.98036,0
female,2,married,45,1,0.0,1
female,1,single,25,1,0.00375,0
female,2,single,23,0,0.9902933333333334,0
male,2,single,23,2,0.9872,0
male,2,single,31,2,0.97669,0
female,1,married,41,0,0.31358709677419355,0
male,1,single,31,0,0.3935875,0
male,1,married,46,2,0.02925,1
female,2,married,43,-2,0.03342777777777778,0
male,1,married,60,3,0.08311,0
female,1,married,31,-2,0.025942857142857143,0
male,2,single,27,-1,0.0006521739130434783,0
male,2,single,24,2,0.87625,1
female,3,married,55,0,0.2638333333333333,0
male,1,single,29,0,0.95832,0
female,2,married,39,0,0.43412,0
male,2,married,51,0,0.96684,0
male,1,single,28,0,0.07357,0
male,1,single,23,3,1.019,1
male,1,single,46,0,0.0339375,0
male,2,single,38,0,0.94295,0
male,2,single,36,1,0.0,0
male,1,single,28,0,0.5666125,0
female,1,married,37,0,0.1023375,0
female,2,single,38,0,0.854875,0
male,1,married,37,0,0.6827055555555556,0
female,1,single,22,2,0.3628,1
male,3,married,44,0,0.9502,0
male,2,married,41,-1,0.4799,0
female,2,single,25,-1,0.014966666666666666,0
female,2,married,31,0,0.11214615384615384,0
male,1,married,47,8,0.08,1
female,2,married,33,2,0.1064909090909091,0
male,3,single,46,6,1.1044666666666667,0
female,1,single,26,0,0.3616125,1
female,3,married,31,0,0.4326857142857143,0
female,2,single,24,1,0.0,0
female,1,single,23,0,0.7433090909090909,0
female,2,single,32,-1,0.08620555555555555,0
female,5,married,32,0,0.7132022727272728,0
female,1,single,42,0,1.005,0
male,1,single,33,-2,0.20029,0
female,2,married,39,0,0.9521642857142857,0
female,1,single,31,1,0.015456521739130435,1
female,2,single,44,0,1.7971,1
female,2,single,35,0,0.6320071428571429,0
male,2,married,42,-2,0.007574193548387097,1
female,5,married,33,0,0.39668846153846155,0
male,1,single,29,-1,0.14312222222222223,0
male,1,single,23,0,0.93908,0
male,1,married,46,-1,0.0,0
male,3,married,54,1,0.2038578947368421,0
female,1,single,28,0,0.12965862068965517,0
female,1,married,60,0,0.20202708333333333,0
male,5,married,34,0,0.1430722222222222,0
male,1,single,32,-1,0.05811315789473684,0
male,3,single,24,0,0.59325,1
male,3,married,52,0,0.76684,0
male,1,married,34,0,0.9783577777777778,0
female,2,single,24,2,0.97534,1
male,1,married,34,0,0.27021052631578946,0
female,3,single,34,-1,0.008746666666666666,0
female,2,single,23,0,0.392,0
female,1,single,33,1,-0.0019066666666666668,0
female,3,married,43,0,0.76214,0
male,2,single,24,0,0.711,0
female,1,single,26,-1,0.01626521739130435,1
female,1,single,32,-1,0.04374193548387097,0
female,2,married,34,-1,0.02759032258064516,0
female,2,married,50,0,0.96602,0
male,2,single,32,1,0.0,0
female,1,single,26,-1,0.01959,0
female,2,single,47,0,0.18052222222222222,0
male,3,married,43,2,0.25846,0
female,1,single,30,0,0.60238,0
male,1,married,44,2,0.321635,0
male,3,married,37,0,1.225,0
male,2,married,36,0,0.19327741935483872,0
female,3,single,46,1,0.10302352941176471,1
male,2,married,34,0,0.6274727272727273,0
male,1,single,36,0,0.281648,0
female,2,married,41,0,1.0946,0
male,1,single,36,0,0.561985,0
female,2,married,36,-2,0.4584925925925926,0
female,2,single,29,2,0.41303,1
male,2,single,29,3,1.02069,1
male,1,single,25,-2,0.0,0
female,3,single,33,1,0.0137,0
female,2,single,24,-1,0.0508,0
female,3,single,31,-1,0.0012416666666666667,0
female,3,married,28,2,0.38734,1
male,2,single,54,0,1.5803,0
female,1,single,44,0,0.164,0
male,2,married,36,2,0.6616,1
male,2,married,41,0,0.11802,0
male,2,married,40,0,0.97232,0
male,1,single,27,0,0.66204,0
male,1,single,25,2,0.061533333333333336,0
female,1,single,31,0,0.2661685714285714,0
male,2,single,50,0,0.5185,0
female,2,married,34,2,0.70632,0
female,1,single,43,0,0.048464,0
female,3,single,24,0,0.04577333333333333,1
female,2,single,22,-1,0.017775,0
male,2,married,45,2,0.5554,1
female,3,single,29,-1,0.05225135135135135,0
male,2,married,43,0,0.18574,0
female,1,married,22,2,0.7884333333333333,0
female,2,single,26,0,0.125445,0
female,3,married,48,1,0.04189565217391304,0
female,2,single,29,0,0.25343793103448276,0
female,2,married,39,-2,0.077,0
male,1,single,26,2,0.522475,0
female,2,single,39,0,0.48565555555555556,1
male,1,married,37,0,0.4225333333333333,0
male,2,single,26,0,0.2882375,0
female,1,single,39,2,0.0037615384615384616,0
male,1,single,34,0,0.23894761904761905,0
female,2,married,26,2,0.3666125,1
female,2,single,25,0,0.28791764705882356,0
female,1,single,38,0,0.7340333333333333,0
female,1,single,32,1,0.050853333333333334,0
female,1,single,28,-1,0.11363636363636363,0
male,1,single,27,0,0.6246625,0
male,1,married,41,-1,0.95475,0
female,2,married,37,0,0.9739071428571429,0
female,2,single,25,-2,0.0,0
female,1,single,34,0,0.3724571428571429,0
male,1,single,28,2,0.495825,0
male,2,others,36,0,0.5689,1
female,2,single,44,0,0.29801333333333335,0
female,1,married,36,0,0.07614761904761905,0
male,1,married,39,1,-1.0526315789473684e-05,1
female,1,single,28,2,1.0161,0
female,3,married,41,-1,0.0143125,0
female,1,married,39,0,0.95385,1
female,1,single,22,0,0.43495,0
